Order ID,Order Timestamp,Customer ID,Order Status,Store ID
51,4/7/2023 16:04,16848,Shipped,321
52,7/30/2023 23:57,19689,Complete,399
53,6/8/2023 0:00,10321,Canceled,184
54,1/4/2023 16:29,2664,Canceled,351
55,10/26/2023 10:40,10021,Refunded,213
56,10/15/2023 18:04,17097,On Hold,5
57,3/10/2023 10:54,10540,Complete,471
58,8/4/2023 11:47,16357,On Hold,124
59,9/8/2023 3:33,9459,Shipped,1
60,10/7/2023 1:42,14634,Refunded,459
61,7/3/2023 16:54,8083,Shipped,140
62,6/27/2023 10:46,12958,Complete,402
63,6/15/2023 22:03,13692,Shipped,188
64,8/12/2023 3:02,2196,Refunded,79
65,11/19/2022 23:41,8718,Complete,127
66,9/9/2023 4:23,16779,On Hold,106
67,11/29/2022 17:18,1972,Refunded,465
68,5/15/2023 21:56,9199,Refunded,324
69,6/30/2023 10:08,5027,Refunded,383
70,7/8/2023 12:11,1999,On Hold,148
71,5/5/2023 17:34,16850,Shipped,225
72,4/7/2023 22:13,10686,Refunded,243
73,5/23/2023 20:55,3787,On Hold,332
74,4/30/2023 23:24,8304,On Hold,134
75,12/29/2022 7:54,5118,Refunded,97
76,6/29/2023 23:26,6910,Canceled,326
77,12/30/2022 12:17,15145,Shipped,357
78,1/3/2023 21:25,13140,Complete,498
79,11/26/2022 6:30,19129,Refunded,268
80,8/1/2023 8:35,13774,Shipped,135
81,11/5/2023 18:30,4199,Canceled,76
82,12/30/2022 2:21,562,Shipped,63
83,5/26/2023 11:36,17474,Refunded,285
84,11/30/2022 5:18,264,On Hold,374
85,5/31/2023 20:31,14340,Complete,122
86,12/6/2022 15:10,7476,Complete,293
87,5/17/2023 12:52,9093,Complete,103
88,12/16/2022 11:30,11616,Refunded,294
89,8/22/2023 17:01,10916,On Hold,55
90,5/29/2023 13:09,4519,Shipped,206
91,9/25/2023 3:47,538,Refunded,311
92,3/21/2023 12:57,18651,On Hold,364
93,12/12/2022 16:54,6857,Refunded,111
94,2/19/2023 8:14,873,Canceled,224
95,7/29/2023 21:44,4149,Canceled,21
96,5/1/2023 11:35,7320,On Hold,436
97,7/14/2023 18:56,9907,Canceled,42
98,12/5/2022 17:44,13834,Shipped,327
99,10/21/2023 21:00,15691,Refunded,403
100,8/4/2023 1:49,10843,Complete,215
101,12/5/2022 7:02,287,Canceled,41
102,3/17/2023 6:11,11866,On Hold,365
103,2/13/2023 15:18,16913,Refunded,204
104,11/26/2022 2:54,12245,Refunded,96
105,3/2/2023 16:10,6695,Complete,431
106,4/26/2023 1:15,5180,Refunded,9
107,4/11/2023 22:03,17087,On Hold,296
108,6/22/2023 7:07,11668,On Hold,245
109,6/10/2023 10:43,956,Shipped,30
110,1/4/2023 4:31,8396,Refunded,169
111,8/8/2023 18:16,3920,Canceled,210
112,4/15/2023 1:45,13910,Complete,78
113,5/23/2023 4:34,15485,Canceled,381
114,1/25/2023 10:08,14257,Canceled,185
115,4/5/2023 11:34,18106,Canceled,265
116,5/11/2023 19:44,16320,Shipped,153
117,1/29/2023 22:45,18635,Shipped,111
118,5/27/2023 13:47,6621,Complete,381
119,3/31/2023 1:41,7086,Complete,182
120,4/9/2023 0:35,19302,Refunded,121
121,2/9/2023 16:53,6572,Canceled,121
122,11/11/2022 16:39,1927,On Hold,33
123,6/14/2023 11:43,33,On Hold,252
124,9/19/2023 18:37,13403,Complete,13
125,5/25/2023 18:40,12586,Refunded,320
126,6/24/2023 14:29,2116,On Hold,145
127,7/20/2023 15:03,5227,Complete,39
128,5/5/2023 10:51,4220,Complete,265
129,10/28/2023 21:23,9289,Canceled,353
130,10/30/2023 23:52,4531,Shipped,121
131,6/29/2023 20:01,12395,Refunded,361
132,12/29/2022 19:05,11529,On Hold,201
133,8/16/2023 22:57,17626,Refunded,399
134,6/3/2023 1:32,11736,Complete,370
135,2/27/2023 21:48,15295,Canceled,31
136,1/30/2023 19:40,10181,Shipped,495
137,12/12/2022 21:12,15631,On Hold,420
138,10/15/2023 7:27,10951,Refunded,321
139,12/10/2022 11:53,19162,Canceled,451
140,12/15/2022 14:26,6294,Complete,491
141,10/30/2023 22:30,1112,Shipped,474
142,4/8/2023 2:31,7316,Canceled,433
143,9/19/2023 8:44,5496,Complete,252
144,4/6/2023 7:40,16395,Canceled,360
145,6/15/2023 7:32,12967,Refunded,484
146,8/17/2023 10:20,12077,On Hold,218
147,11/9/2023 1:29,13085,On Hold,34
148,4/22/2023 15:22,13399,Canceled,76
149,7/13/2023 16:26,10989,On Hold,53
150,12/25/2022 13:49,14887,On Hold,215
151,12/23/2022 21:44,11589,Refunded,142
152,7/26/2023 4:33,5131,Canceled,211
153,1/13/2023 20:46,10473,Complete,387
154,11/28/2022 9:12,9894,On Hold,355
155,11/15/2022 7:20,10670,Complete,147
156,7/25/2023 1:22,7478,Complete,215
157,1/14/2023 2:35,1756,Shipped,203
158,11/24/2022 3:07,3148,Shipped,170
159,3/31/2023 7:19,11635,Canceled,406
160,4/30/2023 21:52,19909,Canceled,144
161,9/19/2023 1:16,19238,On Hold,5
162,4/15/2023 15:12,15436,Shipped,198
163,8/29/2023 18:39,918,Refunded,94
164,1/6/2023 20:17,2405,Refunded,395
165,3/19/2023 1:55,4104,Refunded,184
166,4/18/2023 7:19,1967,Refunded,348
167,9/28/2023 9:39,3189,Refunded,440
168,7/23/2023 14:08,4749,Complete,178
169,12/10/2022 4:24,16396,Refunded,81
170,11/2/2023 5:24,1353,Canceled,227
171,10/7/2023 5:06,11033,Canceled,422
172,12/24/2022 4:37,13573,Complete,44
173,4/26/2023 20:00,7921,On Hold,146
174,5/4/2023 0:26,18789,Shipped,47
175,2/14/2023 6:13,18710,Complete,86
176,10/26/2023 1:50,7813,On Hold,480
177,9/2/2023 3:50,7495,Refunded,308
178,10/7/2023 11:16,1886,On Hold,177
179,6/22/2023 8:21,2960,On Hold,64
180,12/8/2022 1:12,2963,On Hold,117
181,5/10/2023 12:03,16548,Shipped,96
182,6/11/2023 12:04,2772,On Hold,482
183,9/11/2023 0:08,10142,On Hold,425
184,1/9/2023 11:05,8425,Refunded,247
185,11/15/2022 5:20,978,Complete,491
186,6/18/2023 19:36,14130,On Hold,459
187,8/12/2023 21:17,4402,On Hold,105
188,5/30/2023 8:59,3745,Canceled,264
189,9/10/2023 20:59,17989,Complete,411
190,8/18/2023 16:26,5340,Complete,306
191,4/26/2023 13:45,14392,On Hold,199
192,6/4/2023 4:37,12480,On Hold,63
193,12/29/2022 5:33,4099,Shipped,211
194,4/8/2023 17:13,11842,Refunded,108
195,11/25/2022 9:05,10719,On Hold,337
196,1/4/2023 2:13,15489,Canceled,389
197,2/6/2023 14:45,1492,Refunded,285
198,1/29/2023 10:13,17266,Shipped,310
199,3/2/2023 20:04,16007,Canceled,99
200,1/31/2023 20:25,1878,Shipped,375
201,10/4/2023 0:09,5201,Complete,260
202,10/25/2023 6:31,5925,Shipped,498
203,5/15/2023 14:20,8131,Refunded,318
204,2/3/2023 11:16,15758,Refunded,10
205,11/5/2023 0:04,5884,Complete,370
206,11/30/2022 7:34,18261,Refunded,440
207,12/6/2022 18:09,3682,Refunded,152
208,12/4/2022 7:16,6892,Complete,376
209,1/9/2023 20:49,19953,Complete,490
210,2/18/2023 9:25,2455,Complete,396
211,11/1/2023 12:44,1443,Refunded,155
212,6/28/2023 10:10,17890,Refunded,397
213,10/20/2023 2:53,2235,Complete,196
214,12/8/2022 16:05,18371,On Hold,239
215,2/23/2023 5:37,1639,Shipped,492
216,10/19/2023 19:02,9208,Canceled,333
217,10/25/2023 23:40,683,Refunded,486
218,6/25/2023 7:31,7654,Shipped,172
219,4/23/2023 5:25,7411,Complete,137
220,10/7/2023 11:36,4006,Complete,13
221,12/2/2022 22:23,5658,On Hold,259
222,9/23/2023 21:12,15677,On Hold,213
223,4/27/2023 11:44,13922,Complete,445
224,10/5/2023 21:35,16635,Refunded,130
225,12/29/2022 8:27,14261,On Hold,32
226,10/7/2023 12:57,2501,On Hold,253
227,5/19/2023 16:53,98,Canceled,318
228,3/24/2023 20:34,10529,Refunded,12
229,2/11/2023 23:08,15132,Complete,132
230,7/1/2023 22:17,8140,On Hold,106
231,5/8/2023 14:48,7178,Canceled,303
232,6/26/2023 6:00,7830,Shipped,153
233,1/1/2023 9:04,16567,Refunded,232
234,8/10/2023 10:12,4243,Canceled,65
235,9/27/2023 13:26,19736,Canceled,137
236,11/2/2023 5:27,17049,On Hold,316
237,5/9/2023 20:26,3313,Refunded,217
238,4/22/2023 1:36,8120,Refunded,174
239,7/5/2023 19:21,16508,Complete,439
240,3/27/2023 2:57,19400,Refunded,357
241,12/7/2022 17:18,19507,Refunded,368
242,9/2/2023 9:40,17563,Complete,266
243,10/2/2023 18:58,16089,On Hold,188
244,4/9/2023 18:35,725,Shipped,462
245,4/17/2023 5:35,8950,Refunded,408
246,7/11/2023 13:46,9763,Shipped,325
247,10/3/2023 9:24,17953,Canceled,232
248,2/8/2023 10:08,10494,On Hold,66
249,10/25/2023 9:53,2367,Refunded,473
250,12/18/2022 19:03,12417,On Hold,240
251,7/25/2023 15:12,19951,Complete,377
252,12/10/2022 7:58,16178,Canceled,180
253,6/29/2023 3:06,13419,Shipped,206
254,11/17/2022 21:42,16926,Shipped,197
255,10/20/2023 7:27,11176,Refunded,270
256,10/23/2023 3:06,17286,Complete,214
257,7/14/2023 9:54,14929,Refunded,276
258,8/2/2023 3:15,9258,Refunded,358
259,3/15/2023 3:41,8075,Canceled,128
260,4/22/2023 20:45,17680,Shipped,82
261,2/13/2023 11:16,3661,Complete,37
262,9/17/2023 12:16,12897,Refunded,285
263,6/20/2023 16:12,16654,On Hold,136
264,11/6/2023 0:21,2388,Refunded,329
265,6/3/2023 14:51,19248,Canceled,429
266,8/20/2023 1:48,11942,On Hold,93
267,6/25/2023 12:03,15123,Complete,218
268,8/6/2023 10:44,15742,Refunded,171
269,5/31/2023 15:30,10968,On Hold,302
270,4/10/2023 4:56,5450,Refunded,472
271,9/7/2023 1:34,19840,Canceled,231
272,9/8/2023 0:19,4071,Canceled,134
273,2/16/2023 5:36,16442,Complete,381
274,10/25/2023 14:38,5725,Complete,266
275,11/1/2023 10:45,11830,Canceled,88
276,1/30/2023 2:25,5083,Canceled,282
277,10/12/2023 19:19,4858,Refunded,220
278,12/8/2022 10:18,18668,Refunded,200
279,12/18/2022 11:28,9872,On Hold,428
280,6/1/2023 19:02,4736,Complete,260
281,12/13/2022 13:57,382,On Hold,103
282,5/31/2023 19:44,2081,Refunded,349
283,8/15/2023 1:36,13336,Complete,149
284,6/26/2023 0:20,5426,On Hold,272
285,8/25/2023 20:52,4120,Canceled,263
286,12/20/2022 7:47,3185,On Hold,169
287,1/14/2023 17:40,1258,Shipped,248
288,8/3/2023 11:25,7078,Refunded,405
289,10/27/2023 19:37,7485,Canceled,178
290,11/16/2022 9:48,8684,Complete,373
291,3/20/2023 8:10,8649,Complete,52
292,11/15/2022 11:09,18304,Canceled,225
293,5/25/2023 1:57,9520,Shipped,243
294,3/6/2023 8:15,13446,Canceled,166
295,9/12/2023 18:03,4064,Complete,80
296,10/14/2023 22:53,1591,On Hold,406
297,12/25/2022 12:33,4102,Refunded,325
298,12/2/2022 11:41,18164,On Hold,348
299,5/3/2023 10:00,11696,Shipped,473
300,6/24/2023 2:03,7217,Shipped,53
301,1/2/2023 9:58,1043,Complete,302
302,5/12/2023 18:36,3921,Refunded,159
303,12/20/2022 9:11,9614,Shipped,481
304,1/28/2023 22:41,4084,Canceled,454
305,6/29/2023 0:36,18250,Refunded,60
306,11/10/2023 0:05,13040,Canceled,480
307,4/11/2023 0:46,13602,Canceled,52
308,2/21/2023 0:55,19194,Complete,45
309,1/10/2023 23:27,16484,Canceled,181
310,12/15/2022 3:54,10243,Canceled,211
311,12/8/2022 0:45,19922,On Hold,189
312,10/11/2023 23:16,14583,Complete,317
313,8/7/2023 15:58,16553,Refunded,390
314,11/12/2022 4:17,10257,Shipped,342
315,12/10/2022 4:46,2766,Refunded,115
316,10/12/2023 18:40,3819,Canceled,492
317,4/29/2023 3:50,2881,Complete,420
318,5/3/2023 11:26,12884,On Hold,66
319,7/10/2023 8:57,5398,Canceled,362
320,11/5/2023 19:20,9277,On Hold,102
321,7/28/2023 22:21,5984,Refunded,202
322,12/2/2022 17:35,11999,Canceled,35
323,4/3/2023 23:58,2073,Complete,257
324,4/28/2023 16:18,7993,Canceled,140
325,9/4/2023 10:17,17838,Canceled,386
326,2/16/2023 13:48,11739,Shipped,359
327,12/16/2022 18:38,3110,Shipped,130
328,10/15/2023 6:15,21,On Hold,88
329,9/13/2023 21:31,12988,Canceled,268
330,1/31/2023 21:19,7007,On Hold,150
331,8/29/2023 19:03,9744,Shipped,220
332,7/19/2023 4:41,17877,Refunded,195
333,11/29/2022 22:03,18002,On Hold,318
334,11/26/2022 22:38,5974,Complete,391
335,4/25/2023 18:24,778,Refunded,78
336,8/24/2023 0:57,1614,On Hold,183
337,8/14/2023 16:52,8422,Canceled,208
338,3/3/2023 5:50,2580,Refunded,457
339,1/24/2023 8:39,5874,Shipped,477
340,11/13/2022 11:08,12003,On Hold,256
341,8/16/2023 7:39,11260,Shipped,241
342,3/13/2023 11:45,14371,Shipped,247
343,12/25/2022 8:33,8532,Refunded,274
344,3/3/2023 0:15,6301,On Hold,330
345,10/5/2023 18:23,3603,Refunded,453
346,1/18/2023 11:43,15660,Shipped,307
347,11/5/2023 7:42,17739,Refunded,133
348,7/29/2023 19:17,16687,On Hold,162
349,2/21/2023 1:18,17338,On Hold,292
350,9/5/2023 8:21,19379,On Hold,192
351,10/8/2023 23:48,17147,Shipped,134
352,11/2/2023 18:23,8256,Shipped,210
353,8/15/2023 8:02,16908,On Hold,324
354,10/15/2023 19:12,451,Refunded,275
355,11/20/2022 2:40,12489,Complete,126
356,8/14/2023 18:55,1613,Complete,466
357,8/26/2023 13:29,3295,Shipped,225
358,4/29/2023 15:50,9985,Shipped,47
359,1/26/2023 12:39,3782,Refunded,134
360,5/24/2023 4:30,16954,Complete,426
361,4/3/2023 4:47,5985,Canceled,121
362,10/16/2023 23:51,12968,Complete,243
363,7/1/2023 1:25,10416,On Hold,365
364,6/18/2023 12:44,3812,Refunded,276
365,1/18/2023 21:41,8897,Shipped,321
366,7/21/2023 13:35,13469,Shipped,343
367,9/7/2023 9:09,16444,Canceled,457
368,7/28/2023 3:55,1865,Canceled,295
369,5/11/2023 3:02,9895,Shipped,442
370,2/14/2023 15:42,17653,Shipped,116
371,5/19/2023 14:51,14963,Complete,355
372,1/19/2023 22:45,17380,Complete,274
373,8/20/2023 20:09,498,Shipped,384
374,1/22/2023 12:49,98,Complete,40
375,5/31/2023 6:38,5776,Complete,40
376,3/6/2023 2:13,2848,On Hold,170
377,3/19/2023 22:10,8183,Complete,210
378,12/24/2022 6:31,1452,Shipped,24
379,9/29/2023 7:51,8692,Refunded,69
380,12/2/2022 1:45,8510,Shipped,426
381,11/22/2022 8:15,4675,Canceled,44
382,3/5/2023 7:06,17540,Complete,112
383,1/24/2023 1:10,18663,Shipped,397
384,4/9/2023 23:59,19585,Refunded,418
385,10/15/2023 12:35,8389,Complete,94
386,10/18/2023 8:18,13300,Canceled,28
387,1/6/2023 6:06,17362,Canceled,74
388,10/22/2023 15:22,7621,On Hold,93
389,6/26/2023 2:51,11702,On Hold,160
390,12/8/2022 5:46,2756,Refunded,7
391,11/11/2022 11:40,13918,Shipped,291
392,10/30/2023 2:37,15052,Refunded,81
393,12/12/2022 9:50,8363,On Hold,59
394,11/20/2022 17:15,18109,Canceled,492
395,7/28/2023 13:17,13785,Canceled,26
396,5/1/2023 14:31,18731,Canceled,197
397,8/30/2023 20:16,4527,Shipped,161
398,3/29/2023 18:56,9997,On Hold,112
399,1/28/2023 17:21,19750,Canceled,70
400,2/10/2023 11:23,13697,Canceled,184
401,8/16/2023 5:26,8663,Complete,469
402,1/14/2023 23:37,18738,Canceled,473
403,12/19/2022 4:12,8613,Canceled,274
404,12/1/2022 14:07,8331,Canceled,199
405,12/6/2022 12:57,11666,Refunded,466
406,7/3/2023 8:35,881,Complete,449
407,8/2/2023 12:43,18587,Shipped,493
408,2/14/2023 1:47,7598,Complete,379
409,8/4/2023 1:20,12665,Refunded,462
410,10/29/2023 10:08,15939,Complete,222
411,10/23/2023 10:52,13294,Shipped,196
412,11/25/2022 10:08,936,Canceled,402
413,3/26/2023 15:39,11784,Complete,26
414,2/14/2023 8:50,14217,Refunded,197
415,10/14/2023 5:58,18378,On Hold,71
416,11/19/2022 2:32,12015,On Hold,230
417,10/23/2023 3:53,15289,On Hold,77
418,6/9/2023 6:33,5806,Refunded,258
419,10/24/2023 15:41,3772,Shipped,114
420,1/30/2023 4:28,19002,Refunded,125
421,12/27/2022 23:08,10570,Refunded,180
422,4/7/2023 2:19,4507,Shipped,171
423,6/24/2023 17:45,17461,Complete,247
424,4/25/2023 8:19,2909,Refunded,331
425,8/24/2023 4:07,9895,Canceled,207
426,8/24/2023 19:44,8018,Complete,130
427,9/25/2023 18:54,10327,Refunded,363
428,7/26/2023 3:14,7841,Canceled,5
429,9/26/2023 13:01,3269,Complete,123
430,10/18/2023 10:24,12324,Refunded,190
431,12/3/2022 21:09,9549,On Hold,480
432,11/6/2023 3:56,1309,On Hold,281
433,6/20/2023 11:08,8144,Shipped,438
434,5/7/2023 19:11,7592,Canceled,429
435,9/14/2023 0:54,16095,Complete,485
436,9/22/2023 19:26,17517,On Hold,286
437,2/20/2023 1:13,12479,Complete,379
438,7/29/2023 2:57,15874,Canceled,428
439,7/2/2023 3:25,11916,Shipped,209
440,6/2/2023 22:27,7079,Canceled,373
441,4/29/2023 4:52,13386,On Hold,83
442,6/12/2023 14:55,8356,On Hold,283
443,8/6/2023 11:33,10128,Refunded,287
444,11/14/2022 8:24,19652,Refunded,1
445,12/7/2022 15:37,5942,Refunded,468
446,8/17/2023 13:12,14298,Canceled,129
447,3/25/2023 19:47,17844,Shipped,337
448,5/1/2023 4:07,11566,Canceled,172
449,4/24/2023 11:17,813,On Hold,341
450,6/2/2023 4:40,18764,Complete,285
451,10/10/2023 8:22,18329,Refunded,299
452,3/25/2023 3:45,17381,Canceled,154
453,9/6/2023 9:58,9190,Refunded,365
454,10/24/2023 13:43,2877,On Hold,169
455,4/4/2023 19:49,3626,Refunded,295
456,3/23/2023 23:52,14397,Shipped,126
457,10/26/2023 23:53,4002,Complete,162
458,3/9/2023 10:21,13509,Complete,299
459,2/5/2023 22:38,12656,Refunded,402
460,6/10/2023 11:54,10528,Complete,338
461,10/21/2023 12:25,3573,Shipped,31
462,6/28/2023 0:48,10599,Complete,29
463,7/9/2023 8:57,4958,Complete,110
464,4/11/2023 4:39,8715,On Hold,66
465,6/21/2023 4:53,11138,Canceled,162
466,3/18/2023 2:38,17026,Complete,39
467,11/28/2022 13:09,1827,Refunded,158
468,4/9/2023 10:25,3999,Canceled,204
469,9/3/2023 14:27,13377,Refunded,471
470,8/27/2023 20:25,16171,Complete,53
471,3/19/2023 23:29,13588,Shipped,19
472,5/16/2023 15:22,17954,Complete,130
473,1/27/2023 21:41,12953,On Hold,193
474,6/19/2023 1:49,19062,Refunded,80
475,10/20/2023 17:31,11484,Complete,431
476,4/25/2023 7:05,1208,Canceled,221
477,7/8/2023 10:26,9069,Complete,188
478,2/6/2023 0:49,16415,Refunded,247
479,7/3/2023 18:29,2309,Complete,188
480,1/22/2023 22:42,6855,Complete,313
481,2/17/2023 2:48,653,Canceled,275
482,4/3/2023 21:52,3052,Refunded,293
483,2/23/2023 12:04,9171,Canceled,157
484,3/7/2023 19:39,15067,Canceled,213
485,1/20/2023 19:58,5054,Refunded,2
486,8/27/2023 18:18,4647,Shipped,259
487,1/23/2023 17:40,8733,Shipped,279
488,5/19/2023 2:36,4280,Refunded,242
489,3/22/2023 6:11,15230,Canceled,474
490,12/10/2022 2:23,7552,Complete,255
491,10/23/2023 12:23,7461,Canceled,216
492,7/26/2023 19:26,5937,Complete,284
493,8/22/2023 5:51,5391,Complete,414
494,4/20/2023 12:14,1266,Refunded,158
495,3/21/2023 12:34,4758,Canceled,191
496,2/14/2023 21:33,18125,On Hold,280
497,8/25/2023 19:40,2777,Shipped,245
498,7/20/2023 15:35,19509,Complete,449
499,12/8/2022 4:00,19444,On Hold,306
500,3/16/2023 17:54,14251,Canceled,340
501,1/21/2023 4:04,19457,On Hold,433
502,1/20/2023 0:52,7181,Complete,242
503,6/20/2023 0:57,8441,Shipped,72
504,12/25/2022 1:41,14585,On Hold,286
505,9/9/2023 13:08,10061,Canceled,228
506,2/11/2023 11:47,4507,Complete,372
507,7/18/2023 8:58,7281,Complete,230
508,7/17/2023 17:13,10298,Canceled,36
509,1/14/2023 0:50,8874,Complete,479
510,4/4/2023 16:57,13792,Refunded,290
511,9/3/2023 4:42,9550,Shipped,346
512,1/31/2023 18:12,16295,Refunded,109
513,7/16/2023 12:03,16987,Complete,231
514,1/25/2023 21:21,13080,Refunded,104
515,10/8/2023 0:22,887,On Hold,393
516,11/21/2022 6:05,15061,Complete,469
517,12/22/2022 7:27,7950,Complete,441
518,7/13/2023 22:50,16626,On Hold,153
519,1/12/2023 1:27,1405,Complete,247
520,4/28/2023 21:44,18464,Canceled,269
521,10/15/2023 22:55,1480,Canceled,379
522,7/27/2023 19:35,9842,Canceled,421
523,7/8/2023 0:22,646,Canceled,350
524,10/16/2023 13:08,16906,Canceled,81
525,3/31/2023 6:57,591,Canceled,453
526,11/30/2022 3:05,18044,Complete,77
527,7/6/2023 4:16,12000,On Hold,175
528,4/30/2023 10:15,12691,Canceled,292
529,6/5/2023 4:14,12889,Shipped,314
530,11/8/2023 2:51,9671,Refunded,275
531,10/22/2023 3:23,11499,Complete,190
532,6/13/2023 14:39,19785,Shipped,123
533,4/2/2023 10:19,7348,On Hold,184
534,4/27/2023 22:07,17572,Complete,202
535,10/16/2023 22:50,12173,Refunded,363
536,8/22/2023 12:34,2703,Complete,325
537,10/31/2023 0:08,10685,Canceled,346
538,7/11/2023 5:57,7788,Refunded,64
539,10/20/2023 18:26,11524,On Hold,230
540,3/24/2023 5:23,17385,Refunded,421
541,2/2/2023 13:48,1333,Shipped,283
542,12/8/2022 19:37,3080,On Hold,306
543,2/1/2023 22:48,13500,On Hold,96
544,12/10/2022 13:55,16403,On Hold,116
545,8/11/2023 14:22,974,Complete,437
546,10/1/2023 22:53,12792,Complete,63
547,10/7/2023 4:35,12123,Refunded,238
548,7/26/2023 0:41,2476,Complete,239
549,9/25/2023 21:19,8145,On Hold,59
550,2/8/2023 16:15,7327,Shipped,182
551,3/26/2023 19:06,10225,Refunded,39
552,11/24/2022 4:23,8415,Complete,144
553,5/19/2023 5:04,1667,Shipped,416
554,1/15/2023 1:11,1279,Complete,51
555,12/1/2022 22:38,3025,Refunded,328
556,3/30/2023 4:49,5393,Complete,361
557,4/17/2023 22:28,12914,Refunded,79
558,11/8/2023 11:26,953,Complete,79
559,8/3/2023 5:24,6984,Complete,156
560,8/24/2023 5:44,6677,Refunded,39
561,8/1/2023 14:15,10473,Refunded,115
562,2/12/2023 20:37,17861,Complete,347
563,2/18/2023 14:24,10919,Canceled,315
564,12/10/2022 1:24,9134,Complete,465
565,9/12/2023 22:42,18635,On Hold,339
566,2/25/2023 13:33,6817,Shipped,120
567,11/17/2022 1:02,9354,Shipped,392
568,8/21/2023 23:02,13545,Complete,296
569,5/28/2023 0:45,5951,Refunded,41
570,9/25/2023 22:34,6228,Shipped,184
571,11/24/2022 19:31,5192,On Hold,219
572,11/1/2023 7:11,11656,Complete,203
573,3/1/2023 5:31,11065,Canceled,221
574,5/6/2023 17:59,2313,Refunded,497
575,3/18/2023 2:21,7687,On Hold,449
576,4/26/2023 3:39,10305,Canceled,242
577,4/24/2023 19:24,17906,Complete,428
578,2/17/2023 16:17,17711,Complete,426
579,2/26/2023 14:42,19971,Refunded,53
580,4/19/2023 2:58,10985,Complete,446
581,6/9/2023 21:59,18456,Refunded,319
582,4/27/2023 6:39,16212,Shipped,52
583,8/3/2023 15:00,19250,On Hold,477
584,11/16/2022 16:15,8167,Refunded,418
585,3/6/2023 5:57,11863,Shipped,166
586,1/20/2023 2:09,2894,Shipped,65
587,6/22/2023 12:32,11897,Shipped,485
588,5/5/2023 23:16,10396,Complete,185
589,2/6/2023 16:10,14182,On Hold,236
590,1/3/2023 7:33,8041,Canceled,500
591,4/25/2023 18:49,10014,Canceled,490
592,4/9/2023 22:50,4750,Shipped,313
593,10/20/2023 19:31,5465,On Hold,499
594,2/17/2023 6:06,6290,Complete,330
595,1/14/2023 18:47,13199,Shipped,443
596,3/25/2023 3:05,19747,On Hold,273
597,11/19/2022 0:33,1470,Complete,124
598,9/19/2023 22:43,11216,Refunded,402
599,1/20/2023 2:31,7016,Shipped,488
600,3/11/2023 17:29,7448,Canceled,37
601,12/3/2022 18:01,7215,Shipped,266
602,8/7/2023 0:53,11458,On Hold,138
603,4/29/2023 2:35,13575,Complete,163
604,12/11/2022 2:03,11420,Canceled,50
605,3/22/2023 13:59,9005,Canceled,90
606,4/21/2023 21:59,833,Complete,191
607,4/17/2023 8:10,8318,Refunded,315
608,12/24/2022 12:14,11694,Refunded,157
609,10/5/2023 23:24,13505,Complete,9
610,7/31/2023 2:41,2262,Refunded,84
611,4/15/2023 11:17,4336,Complete,15
612,7/2/2023 14:18,1437,Shipped,492
613,2/8/2023 19:09,9179,On Hold,144
614,8/23/2023 20:38,14580,Shipped,136
