Order ID,Product ID,Quantity
12557,1678,2
6719,822,2
5887,377,1
13352,674,4
6315,1064,2
7615,152,3
2262,757,3
17352,2135,2
12646,216,4
15281,685,1
14836,894,1
10523,2401,5
10945,2285,1
1087,878,3
6603,1408,5
4689,2037,4
6746,2113,3
14621,1933,1
5385,1903,4
15804,1386,4
5977,307,1
9473,1382,2
3438,1447,1
7881,115,2
14884,2393,5
941,784,3
16003,992,1
5775,484,1
1533,395,2
138,1130,2
18603,2030,5
12176,2368,2
10290,2048,2
7858,200,4
14579,777,4
16301,1567,4
16179,1175,2
5606,1774,4
14487,2139,3
1315,1610,1
10908,964,4
3016,1163,2
14248,938,1
19611,2436,5
12072,892,3
10231,1546,2
10056,1257,2
13920,2383,3
1642,1177,1
1419,267,1
17800,1065,5
6344,1439,1
18890,2265,4
5434,1308,5
17435,757,5
12044,328,3
11707,88,2
17337,704,5
7729,1648,2
3228,2225,1
8966,2366,5
10489,36,4
5862,2280,2
6914,48,4
10875,404,1
14522,1149,3
10570,780,5
8919,1303,5
184,613,1
13706,2021,2
11820,2212,3
16505,486,5
5325,985,4
14879,734,5
5221,835,2
19191,315,3
19725,1466,1
14285,108,1
16597,1165,3
11834,1116,4
10618,1486,3
10365,395,4
18871,1088,2
7355,2305,2
9329,2289,2
18227,2302,3
14973,2445,5
1447,734,5
14214,1916,1
645,911,3
969,660,5
17758,559,4
4641,1986,3
14488,1098,3
16634,1570,1
14912,169,3
1820,49,2
14224,1054,1
3622,121,2
4722,1985,1
13017,370,5
9777,55,4
1471,202,5
4168,2246,3
6645,1290,2
493,966,1
1284,1444,5
16898,989,3
10325,1820,4
7134,2438,1
16158,1636,2
17555,2433,5
10742,211,4
4153,947,4
14278,625,4
11650,105,1
18158,1157,1
17727,1568,1
19378,1355,2
12925,554,4
451,177,5
14707,2324,1
18022,1722,4
7692,408,4
2258,791,4
8767,1718,2
16250,459,2
5833,340,1
15195,2229,3
19756,2200,2
7562,2322,3
19457,772,1
16128,1378,2
5332,1497,2
16463,1270,2
16922,496,5
16602,1099,1
11910,1516,5
4365,2182,4
651,497,5
18374,1964,2
6262,664,5
13565,1249,1
11041,2257,2
16479,132,3
10872,2412,5
8644,327,5
1921,2083,3
10663,1310,2
11890,1844,2
617,2202,2
415,297,3
9759,182,4
3126,498,2
7081,1108,2
11443,1914,4
2389,1576,2
8797,660,4
15560,1322,4
10557,2174,2
6387,2366,4
6004,1981,2
7195,2017,4
3944,1365,1
2610,773,2
15244,892,1
4435,683,4
11652,632,4
326,284,5
10192,220,2
15103,1747,4
16061,1403,4
5523,60,4
1001,1683,1
16489,80,3
2744,1459,1
13861,1618,4
15425,1143,2
3150,1019,2
16237,1495,1
16646,1830,4
9335,378,1
4215,1088,1
19567,1564,4
18107,1542,4
6954,2068,3
12911,1722,4
3683,970,5
6282,961,5
1082,7,3
5387,2029,4
16347,396,3
12208,1266,2
10902,1948,2
7101,1585,1
5755,2055,1
4338,886,4
6984,1837,5
5184,180,2
5705,667,5
11445,1802,4
16127,696,3
1075,2182,5
14265,942,5
11426,239,5
11512,402,3
3108,2415,2
7160,1312,3
10499,1942,2
2903,1505,2
11166,2470,2
11055,301,1
5183,212,1
13062,50,3
10269,970,1
8530,2020,1
15832,2112,5
7488,1803,5
7900,2109,2
4495,1185,5
4055,2306,3
10237,1724,1
11849,2140,3
5380,115,3
590,889,2
17248,281,5
6384,2353,1
12004,2150,2
9975,1951,2
13298,1499,1
4783,644,1
540,305,1
14669,2422,5
15310,145,5
4190,242,4
4161,2201,2
9949,688,2
17689,423,3
1952,1659,2
8141,2469,1
1387,1929,4
5524,1672,1
8029,2403,5
14715,250,4
10791,556,2
7569,1329,5
7790,1811,1
1314,860,5
4037,2,3
2068,1938,2
6156,1277,5
7575,1655,3
18441,1858,4
13466,584,1
9562,290,1
3789,2167,1
19994,244,1
3330,2079,4
8803,2095,5
5247,2100,1
14647,1341,5
3950,110,4
17885,2240,1
17723,1422,2
17798,1934,1
1647,738,3
15733,2278,5
8791,2019,4
9625,339,5
10318,1721,4
13351,2230,1
11082,1946,2
2717,1308,3
19836,86,2
6042,2163,1
10457,2212,3
19042,1117,5
2054,1359,5
10987,2034,5
8670,1925,5
16675,199,4
2633,383,3
18076,1370,5
17188,1326,4
4815,1006,3
18260,1122,3
7269,2140,5
9932,105,1
13501,2385,1
2427,1385,5
836,414,3
14781,1056,4
6361,1695,2
2697,929,4
14725,1511,3
15592,326,2
11734,518,2
9095,2254,2
16227,1156,2
17109,833,5
6988,810,5
17226,2313,4
16394,154,1
11804,554,1
17075,1272,2
3707,1570,2
18721,1551,4
16674,638,1
17663,1869,1
15657,945,4
13489,2410,3
3481,1800,2
6775,9,5
7949,529,4
5131,2417,2
4536,741,3
4266,1584,4
6840,1477,4
7764,1432,1
13834,2433,5
16792,2479,4
12308,2299,3
3281,2175,4
1154,2407,4
12352,114,3
5044,256,1
11848,2339,4
19264,1807,1
13748,2115,1
17016,1620,3
13899,674,2
15132,2101,5
15758,1297,2
9827,1700,3
2514,2264,2
622,893,5
692,1111,1
17452,2290,2
4674,1236,3
11230,1646,5
2471,819,5
641,2029,4
4379,1635,1
4720,127,2
15853,40,4
16689,1896,5
9200,2171,1
16191,1943,1
237,2172,1
3173,1278,1
4346,27,2
11469,437,2
8888,363,4
12340,1725,4
8446,1990,4
7091,1167,4
5341,325,5
11410,1128,1
12763,2167,1
17461,440,3
10298,1279,3
13395,163,1
14467,1106,2
12462,1577,2
13031,805,3
908,1788,5
58,1158,3
1767,1498,3
5216,545,1
13841,790,1
13631,2059,5
17895,1942,1
19637,1659,5
19056,225,1
4090,756,4
15225,2106,1
13886,1249,4
16088,1848,1
18410,1234,3
16435,1693,3
16121,395,2
19059,490,5
4123,580,5
15165,1031,4
7000,58,3
9149,1990,3
4707,652,1
19717,2311,1
5877,226,5
2708,145,1
14234,539,2
4993,772,1
1463,684,3
10074,463,3
5598,690,1
15983,712,5
9177,534,1
9412,383,5
15498,1531,3
11362,1753,3
7534,1244,3
10882,2419,3
8998,696,4
5571,745,3
4317,959,4
4368,964,2
19653,2010,1
6194,880,1
16414,4,1
15496,523,3
18785,22,3
6884,2253,1
9841,1203,3
9044,196,4
14450,1201,1
10182,1964,1
17437,2268,2
7597,1230,2
19198,1412,2
3661,2289,2
13877,1843,2
10365,1923,4
1820,1499,1
16554,1285,5
4669,279,1
12207,1168,2
10780,818,2
1247,583,1
18735,605,1
18522,94,3
7964,1159,2
18645,143,2
1175,742,1
19378,1948,4
1640,1978,3
14424,2316,1
33,65,2
16176,46,1
6428,157,5
5647,68,4
13905,604,5
1609,732,3
17588,1789,1
16493,542,4
5902,2102,3
413,1512,1
11687,1246,5
9836,838,3
3917,1750,3
16913,1854,5
1769,219,1
1170,1972,5
5929,732,1
16882,714,5
5898,731,5
1605,2128,2
11747,1325,3
12908,142,5
3953,1323,5
1250,343,1
6805,1663,5
13801,1921,4
3506,758,5
1971,2102,2
12285,1715,4
11535,13,3
3951,1339,2
2227,643,1
9389,1844,4
18574,1724,5
15521,1189,4
16168,1068,5
1124,917,5
9398,2419,4
15108,265,1
19081,1950,2
15599,1969,4
8697,1624,5
9922,2381,3
12542,1357,5
3808,2445,4
18522,788,3
14331,2209,1
18690,1364,4
16628,1722,5
2367,1532,2
5279,542,2
7020,131,4
19130,177,5
12164,1616,2
13677,2290,4
10551,521,2
9357,616,2
8596,855,3
12181,972,2
2636,2328,3
8237,633,5
18495,1556,4
14771,1189,5
16073,896,5
1736,142,1
2352,865,1
12172,1727,4
15974,489,3
8659,100,4
18794,856,5
1639,1239,5
7139,329,1
9376,895,2
8027,66,3
13367,981,4
19025,1418,4
18579,833,3
19774,1318,4
13856,304,1
7822,2463,3
5481,108,2
12513,2235,2
931,70,5
10096,776,4
8135,2447,4
9169,611,1
8791,2011,4
1597,1025,3
14680,2086,5
17476,1966,5
5835,1216,3
2431,1248,4
19303,1444,2
12712,1696,5
2797,313,4
17931,861,5
8029,2158,1
17031,128,1
19152,1512,1
15196,739,5
2077,2325,2
5754,1161,5
12064,227,1
5146,293,5
7935,788,3
13365,584,1
14122,757,5
14567,1009,4
17353,1502,3
10910,1814,5
3021,1046,2
14136,803,1
13718,828,4
2021,2171,5
5014,518,3
14146,1125,5
121,1052,2
1843,545,1
18289,1335,4
68,632,1
11509,1705,5
13306,1291,2
14861,2444,3
18863,2399,3
14593,1978,5
12250,921,2
4077,1515,1
18758,2133,1
2460,554,1
10197,302,1
13211,815,1
135,1857,1
1212,1594,2
17113,1869,1
17899,334,1
3918,1730,2
2455,1071,2
7602,2465,4
2920,879,1
5545,18,4
3481,848,5
7076,1187,4
2911,290,1
15625,1846,2
8022,1636,5
8098,757,5
3485,312,2
19430,1724,5
4611,1855,1
10439,2177,3
17341,1406,3
691,2240,5
1253,1172,4
10935,354,3
19951,930,1
13269,2464,2
1876,13,2
16543,33,5
15078,1377,1
19278,705,5
8170,928,3
1106,1221,2
5911,228,1
12946,231,4
3170,1172,3
2727,2318,2
11611,2164,3
3478,1884,4
16867,88,4
1542,872,5
19392,544,4
3204,1545,1
13414,1632,5
11845,1521,1
11815,252,3
6232,1175,2
18287,208,1
13764,827,3
19858,879,5
17230,948,3
18249,795,1
6273,1165,1
9733,780,5
3229,1322,2
1880,859,2
4909,346,2
11082,1064,1
18833,325,4
18859,960,1
1690,1214,1
17977,1733,2
13721,1835,3
10340,520,3
4520,1550,1
14330,1041,2
18071,1688,2
16117,2207,3
16904,2067,5
13052,2246,4
9719,1330,1
4116,651,4
12744,1696,4
17258,2302,1
7189,1026,5
2949,1235,4
2707,782,1
19510,1989,4
17711,1618,2
4131,955,3
880,1286,5
17599,2472,2
8568,755,5
17641,395,5
3083,602,3
3124,1795,1
11339,971,5
3965,421,2
9177,2487,3
5988,740,4
5399,1007,3
5130,1168,1
7704,2496,2
6750,2486,1
11496,299,2
7895,1173,2
11489,288,1
2236,1107,2
12280,1690,4
4259,2253,3
13843,1594,1
1619,1279,3
2327,382,3
12863,94,4
2569,2200,5
13790,527,1
10882,1569,2
9624,698,5
8254,1249,5
6286,1198,2
17754,375,3
11929,1495,2
9438,78,5
404,1744,4
6448,617,5
11234,998,3
10317,88,4
16768,1793,2
4447,1990,3
1297,1896,5
13063,1019,3
7364,1722,1
5327,458,1
4284,98,2
18242,1366,3
589,2466,1
3037,2396,5
5637,287,3
1656,38,1
1388,2037,3
8136,2499,1
5124,1188,2
8037,1947,4
17269,1934,3
4716,1030,4
12891,232,4
767,2481,2
9423,1458,3
19243,1302,3
14708,1150,3
9335,411,4
4566,414,2
3539,2005,3
767,1186,5
2383,5,1
1282,781,1
11708,1161,4
5175,2073,3
11555,2177,1
8536,1514,1
513,164,5
15553,595,2
13148,1566,2
11261,379,5
17220,1241,3
5928,1498,5
19247,1642,3
10861,1959,1
2030,2086,5
15775,1161,3
15154,42,2
11735,816,1
19695,143,4
19353,1594,3
2853,2454,4
1750,684,4
2404,1352,5
16444,2263,4
1077,2477,3
13937,194,4
1855,1046,3
8287,716,3
18331,1666,2
19333,950,4
3708,1909,3
15303,108,4
9013,975,4
12517,1316,2
15852,2275,1
6493,2098,2
14551,1453,4
4592,2011,4
15159,1058,2
6075,1557,4
1507,1267,5
18360,311,3
6438,311,4
7990,364,1
2740,1855,3
2646,343,4
15803,829,1
1912,1790,5
376,1240,2
12933,329,2
3964,2467,5
848,1186,4
8184,2494,4
3482,1815,3
8224,1970,5
9674,2251,4
15867,2339,3
16584,1919,3
3463,1795,2
9901,1535,2
10184,2418,3
4655,2225,1
4131,356,3
7044,452,5
5473,2478,4
14152,2463,5
10046,2340,5
15927,1885,1
3430,375,2
12427,1770,3
5670,337,3
3693,971,2
19285,1645,4
18458,2479,4
12626,812,2
10610,837,2
4147,2416,2
17063,1398,2
3275,306,4
9053,773,2
18248,1056,5
10776,1536,1
3217,987,5
14322,693,5
7084,1360,4
1768,491,1
1346,556,3
15255,1318,2
19763,680,2
19136,2417,4
1750,1998,1
15748,477,1
13107,644,3
11968,893,2
18142,1140,1
132,1183,1
3654,2443,4
12529,1691,3
4581,690,1
16385,646,2
8465,1135,2
19201,131,5
14812,208,5
16417,235,2
13600,286,3
8523,684,1
6814,1109,1
5354,392,2
6180,269,2
350,2036,5
17538,2356,2
7643,419,3
13215,1396,5
14100,523,4
16211,2312,2
8863,92,2
4218,1399,3
6278,807,2
9067,1671,2
18932,681,4
14988,826,3
10930,1037,5
1507,1315,5
16768,83,1
12349,203,3
10437,1403,5
10831,201,2
19247,1288,3
1628,381,2
10695,366,2
3176,1825,4
5060,2357,5
5939,1515,1
13578,1817,1
12781,1422,2
16334,324,5
5923,103,2
18877,1468,2
11006,1425,2
11745,2212,4
12250,2410,3
12796,1922,1
12546,743,2
4423,241,2
13589,995,3
5828,996,2
11814,1081,5
7000,806,2
1717,810,5
10808,1877,4
10275,18,3
2007,1940,4
4253,1208,4
16729,1585,1
19152,385,4
7474,2203,4
10309,1509,3
11420,2123,5
7249,863,4
10847,1344,4
16007,421,2
5855,762,3
15542,358,1
9495,2068,1
10227,302,2
5310,297,3
17738,2119,1
12161,1592,1
16560,751,2
13016,1831,5
9546,1124,5
3238,2076,2
2317,2253,4
15331,2368,4
7665,1720,4
15053,2199,2
11272,2292,4
8000,910,2
14124,1553,5
2857,1819,4
13341,2145,5
18169,2380,1
18253,2202,4
10380,2162,5
1334,1664,3
6046,1569,5
2771,354,5
15416,598,4
1068,394,1
7718,2188,1
5402,1147,3
12535,656,3
5514,740,1
6021,2004,2
8191,324,5
4408,1486,5
16617,420,3
14895,1126,1
378,520,4
4699,1006,1
6009,203,4
511,732,2
8160,63,3
18366,230,2
17329,1892,5
12333,412,2
16434,2447,3
11386,1217,5
7747,1492,3
19062,776,5
8743,34,1
2828,898,1
19284,1704,5
11409,1510,4
11495,1456,3
9203,1359,4
2917,443,3
11737,1640,3
801,1174,3
14975,2349,3
16451,1375,3
8702,754,5
12083,351,4
4920,1487,3
832,1587,5
5730,1783,5
12734,822,1
13390,570,5
17761,715,4
10158,1835,3
11800,330,4
8368,574,3
19959,1131,2
18781,1119,4
6615,585,4
15308,1364,4
1564,912,3
15591,2211,4
17595,2126,2
12793,2259,3
2937,386,4
8346,1939,3
713,896,2
2046,1219,1
16872,2457,1
4417,1199,4
9467,79,5
14489,630,2
14232,1329,3
8965,463,2
15250,1299,2
13935,431,5
8615,2141,2
18536,553,2
8891,2288,3
5197,851,3
19813,1298,5
5528,243,5
7070,1214,1
9722,1612,3
19997,549,5
18650,2401,1
5526,468,1
9950,1710,1
8075,2470,5
18671,1198,1
6937,1462,1
6432,1717,2
14990,2233,5
12077,2326,1
15081,1504,5
13878,1818,3
11669,1740,1
4259,1050,3
1084,88,3
3640,315,2
7744,1256,1
2635,123,4
1055,2324,3
10639,771,2
11034,924,1
12752,2328,3
7973,15,3
12963,526,4
4147,774,3
15207,506,4
19142,2338,1
12409,1983,1
9217,74,3
12602,849,3
1408,1469,5
2488,2360,2
